id,year,engine_size,fuel_efficiency,horsepower,price
2993,2017,1.9,19.2,133,20969
2994,2018,1.7,21.3,95,15423
2995,2013,2.4,10.3,159,16639
2996,2017,2.4,12.5,140,22072
2997,2022,2.2,19.0,139,22266
2998,2020,2.4,18.4,181,25844
2999,2012,2.4,14.7,144,18085
3000,2014,1.4,12.7,76,12944
3001,2014,1.1,13.8,74,13400
3002,2015,2.5,17.7,167,21861
3003,2023,2.4,11.5,157,29245
3004,2016,1.9,17.3,151,23130
3005,2021,1.8,19.8,107,22894
3006,2021,2.1,13.4,155,26068
3007,2017,1.3,14.6,95,17200
3008,2015,2.1,11.3,135,18139
3009,2012,2.2,10.4,178,21307
3010,2016,2.1,16.1,160,22649
3011,2015,2.0,15.3,155,20436
3012,2019,2.0,20.4,147,23449
3013,2014,2.4,17.3,179,20761
3014,2020,2.5,12.5,212,28708
3015,2022,2.2,12.2,167,26236
3016,2019,1.5,19.1,96,16424
3017,2018,1.7,17.7,101,19090
3018,2015,1.2,17.5,84,15300
3019,2022,1.9,18.3,136,24084
3020,2018,2.4,17.4,166,25542
3021,2023,2.0,17.0,132,27845
3022,2021,2.3,15.4,168,24198
3023,2017,2.1,17.1,126,21861
3024,2022,2.5,15.9,178,27095
3025,2013,2.4,12.5,194,20387
3026,2018,1.4,18.7,107,18915
3027,2017,1.7,20.0,106,18682
3028,2019,1.9,13.6,167,25950
3029,2015,1.6,18.0,118,17426
3030,2023,1.4,12.3,129,25424
3031,2014,1.6,12.6,98,14164
3032,2019,2.3,19.8,177,25766
3033,2018,2.3,12.4,201,28257
3034,2012,2.1,15.0,182,16835
3035,2014,1.1,16.2,66,11692
3036,2023,1.1,19.8,84,20811
3037,2017,1.3,14.7,93,13142
3038,2016,2.0,15.5,136,18510
3039,2016,1.4,13.8,98,16107
3040,2021,2.5,18.7,189,28529
3041,2018,1.1,15.4,70,13859
3042,2019,1.9,15.8,153,22395
3043,2017,1.8,18.8,135,19716
3044,2017,1.9,16.7,129,18466
3045,2013,1.5,15.7,87,12985
3046,2018,1.1,17.7,72,15472
3047,2018,2.3,15.8,178,20771
3048,2016,1.2,20.6,72,11838
3049,2021,2.1,19.3,180,25919
3050,2013,1.9,19.8,159,17320
3051,2015,2.4,14.5,173,19529
3052,2021,1.4,21.2,97,20142
3053,2014,1.3,13.7,97,15692
3054,2023,1.1,20.2,80,19697
3055,2020,2.4,13.0,161,25922
3056,2018,1.3,17.6,119,19625
3057,2012,1.7,15.4,122,16681
3058,2020,2.2,13.7,173,26442
3059,2020,1.2,13.6,82,16049
3060,2021,2.2,12.6,180,28006
3061,2020,1.9,12.1,138,23668
3062,2018,1.2,16.0,82,14937
3063,2020,1.1,17.0,95,18836
3064,2023,2.0,17.2,164,26341
3065,2015,1.7,12.5,127,16377
3066,2016,2.2,17.2,138,19255
3067,2019,2.5,18.8,151,24608
3068,2012,2.5,18.2,165,18579
3069,2023,1.1,15.6,86,22099
3070,2015,1.3,12.1,99,16292
3071,2014,1.1,12.6,68,15371
3072,2021,1.5,19.0,110,18839
3073,2022,2.3,14.2,143,28050
3074,2019,2.3,12.8,146,23750
3075,2016,1.5,20.1,95,15264
3076,2020,1.5,16.6,124,21748
3077,2013,2.0,20.1,111,14344
3078,2020,1.4,19.4,96,19945
3079,2017,1.2,11.9,97,17375
3080,2014,1.0,15.7,61,12000
3081,2020,1.3,19.7,99,20305
3082,2023,2.4,19.3,168,28921
3083,2020,1.8,10.5,140,23126
3084,2014,1.4,15.6,89,15284
3085,2019,2.5,17.8,206,26679
3086,2023,2.1,16.5,168,28563
3087,2018,1.1,20.0,97,15335
3088,2021,1.2,20.0,75,18784
3089,2023,2.0,10.7,139,28479
3090,2019,1.0,15.9,82,17172
3091,2012,1.8,17.7,139,17199
3092,2020,1.3,20.6,83,18215
3093,2020,2.4,16.7,156,22739
3094,2022,2.3,15.3,170,27524
3095,2019,2.2,12.1,168,25775
3096,2018,2.0,12.6,151,24846
3097,2013,2.0,12.3,149,17721
3098,2018,1.4,12.5,91,19333
3099,2023,2.5,13.5,187,30032
3100,2021,1.1,13.6,82,21510
3101,2012,1.6,15.9,145,11487
3102,2021,2.3,14.3,176,26592
3103,2017,1.6,11.4,126,19632
3104,2020,2.2,17.9,150,25236
3105,2022,2.4,14.1,167,24230
3106,2016,1.1,21.2,88,13415
3107,2018,2.1,13.0,175,23378
3108,2014,1.4,18.8,108,14062
3109,2014,1.1,12.8,83,13984
3110,2012,2.0,13.8,135,16122
3111,2016,1.8,18.5,108,18243
3112,2017,1.7,18.8,109,15179
3113,2014,1.9,11.3,140,17848
3114,2019,1.8,19.5,117,21368
3115,2022,2.0,11.8,168,26357
3116,2019,1.8,16.8,144,22847
3117,2017,2.2,16.4,143,20479
3118,2019,2.4,12.6,148,26991
3119,2015,2.4,15.9,165,24980
3120,2019,1.4,13.8,85,21114
3121,2014,2.3,15.4,178,19609
3122,2019,1.8,16.4,117,22393
3123,2021,1.2,19.7,90,20770
3124,2023,1.8,12.0,156,28884
3125,2019,2.2,15.9,156,24370
3126,2022,2.0,14.4,131,24022
3127,2023,1.5,12.0,97,20802
3128,2014,1.6,10.7,117,15876
3129,2021,1.8,12.4,115,23324
3130,2023,2.5,10.5,199,33833
3131,2023,2.2,18.3,152,26236
3132,2014,2.1,19.0,160,17247
3133,2012,1.8,14.3,127,13858
3134,2012,2.1,11.8,132,18394
3135,2018,2.4,11.4,157,26564
3136,2018,2.3,13.0,183,23561
3137,2019,2.0,14.3,167,25934
3138,2019,1.1,21.6,86,16624
3139,2013,2.2,13.0,167,17006
3140,2022,2.5,13.5,193,30667
3141,2019,2.0,10.8,133,22041
3142,2019,2.0,11.1,119,23941
3143,2022,2.3,13.0,175,28207
3144,2017,2.3,18.2,149,22851
3145,2016,1.5,19.8,127,16999
3146,2015,1.6,21.5,117,15143
3147,2020,2.2,11.2,190,27970
3148,2017,1.1,16.6,90,14673
3149,2016,1.6,16.2,121,20975
3150,2015,1.7,15.8,129,15470
3151,2013,2.5,19.3,158,20015
3152,2020,2.4,16.9,173,25539
3153,2013,2.5,13.9,174,20132
3154,2021,1.8,14.7,114,24329
3155,2017,2.2,14.7,160,23813
3156,2019,1.4,17.7,86,18937
3157,2019,1.6,21.1,114,18917
3158,2013,1.1,21.0,92,12459
3159,2016,1.6,18.7,93,13406
3160,2019,1.3,16.4,92,16589
3161,2015,2.1,12.6,162,20400
3162,2019,2.4,15.2,140,23921
3163,2012,2.3,12.2,162,22193
3164,2016,1.6,17.2,107,17036
3165,2021,2.5,10.9,178,27954
3166,2019,2.2,16.2,138,24978
3167,2017,2.0,11.4,160,21706
3168,2020,1.8,11.6,136,23739
3169,2017,1.0,18.9,88,14701
3170,2017,2.1,12.4,162,25533
3171,2021,2.5,12.2,178,28342
3172,2021,2.1,12.6,140,25300
3173,2013,1.1,17.0,92,10121
3174,2013,2.4,11.2,201,19807
3175,2016,1.7,14.3,119,18590
3176,2023,1.5,10.9,95,22644
3177,2020,1.3,18.2,95,17440
3178,2020,2.2,17.5,151,24700
3179,2018,2.0,13.6,166,24075
3180,2018,2.3,18.7,148,22882
3181,2016,1.8,15.1,119,17761
3182,2017,2.0,14.2,172,23779
3183,2022,2.1,15.8,130,27786
3184,2022,1.7,18.1,111,22033
3185,2014,1.4,14.0,113,13228
3186,2022,1.5,15.2,98,21815
3187,2016,2.2,15.1,184,23084
3188,2016,1.2,14.1,79,11019
3189,2021,1.5,14.7,119,21075
3190,2019,1.3,18.7,113,18731
3191,2014,2.1,14.9,171,19979
3192,2018,1.5,19.9,114,18128
3193,2023,2.3,12.6,176,30030
3194,2018,1.4,15.1,89,16768
3195,2013,2.4,12.3,200,20821
3196,2012,1.9,15.3,161,16436
3197,2023,2.2,14.4,160,29463
3198,2018,1.7,14.1,112,18039
3199,2019,1.2,15.8,99,16211
3200,2020,1.6,17.8,128,21474
3201,2018,2.0,13.7,108,19415
3202,2022,1.2,15.8,105,19794
3203,2017,1.0,16.0,70,12967
3204,2013,2.2,11.4,138,17927
3205,2017,1.1,15.4,59,15452
3206,2012,1.1,21.5,80,11702
3207,2018,2.0,15.4,167,23174
3208,2015,1.6,18.8,105,17532
3209,2020,1.4,16.1,102,18142
3210,2013,1.8,19.6,138,14978
3211,2019,1.9,17.7,152,21022
3212,2013,1.1,18.4,87,10932
3213,2017,2.4,14.1,152,24011
3214,2013,2.0,20.7,121,16084
3215,2018,1.9,15.1,131,22598
3216,2023,1.3,12.1,105,21775
3217,2012,1.6,17.3,120,13556
3218,2021,1.4,20.5,80,20290
3219,2021,1.6,14.9,110,20022
3220,2021,2.5,14.5,196,29752
3221,2014,1.1,12.8,70,11693
3222,2020,1.0,20.0,76,15806
3223,2019,1.2,21.7,82,16513
3224,2015,2.0,19.2,142,19049
3225,2020,1.2,12.8,75,18631
3226,2021,1.5,20.5,86,21534
3227,2022,1.6,21.0,144,26665
3228,2014,1.6,13.4,133,17463
3229,2023,1.0,17.1,69,18431
3230,2015,1.6,13.2,123,21952
3231,2019,2.0,20.2,141,22642
3232,2018,1.1,13.6,76,17501
3233,2020,2.4,13.7,166,24196
3234,2017,2.1,11.9,141,19411
3235,2013,2.4,18.9,157,19835
3236,2020,2.3,19.2,203,25955
3237,2022,2.3,16.6,170,26483
3238,2018,1.1,22.1,88,14188
3239,2013,2.4,11.5,173,20405
3240,2021,2.4,16.6,214,30736
3241,2023,2.3,15.6,183,27591
3242,2021,1.3,13.2,99,21964
3243,2018,1.7,14.4,118,18197
3244,2015,2.2,12.2,169,21440
3245,2020,1.8,14.9,141,21627
3246,2021,1.5,17.0,106,21727
3247,2015,1.4,20.4,107,14619
3248,2022,1.5,17.3,123,24029
3249,2021,1.9,10.7,126,22363
3250,2022,2.4,18.6,178,28101
3251,2020,1.0,16.2,81,16229
3252,2021,1.6,20.0,135,21553
3253,2023,1.9,16.1,131,23123
3254,2017,1.6,15.1,127,18219
3255,2015,1.4,19.3,113,18267
3256,2012,2.2,17.3,192,18591
3257,2021,1.5,14.1,112,22583
3258,2022,1.3,19.4,91,19715
3259,2023,1.8,15.6,152,27859
3260,2022,1.3,12.0,92,20721
3261,2016,2.0,16.3,131,19010
3262,2021,1.9,10.3,134,25669
3263,2020,2.2,11.2,165,26903
3264,2017,1.2,11.7,83,14390
3265,2018,2.4,14.8,192,24929
3266,2014,1.6,19.2,108,14038
3267,2017,2.2,11.4,132,23614
3268,2019,1.4,19.6,84,18668
3269,2022,1.1,21.6,100,20746
3270,2016,1.1,14.3,79,13839
3271,2016,1.5,18.5,129,19766
3272,2012,1.0,16.4,71,11872
3273,2018,2.4,17.2,166,23181
3274,2013,1.6,20.4,123,13914
3275,2016,2.0,14.4,158,21017
3276,2023,2.3,15.9,208,28748
3277,2023,2.2,17.3,144,27449
3278,2018,2.0,19.2,166,22240
3279,2021,2.3,12.5,182,27730
3280,2012,2.0,18.4,123,13236
3281,2019,1.5,12.0,112,21881
3282,2021,2.0,14.0,120,22357
3283,2014,1.2,19.7,92,12347
3284,2017,1.6,20.8,133,20428
3285,2022,1.7,20.4,111,21706
3286,2021,2.3,16.9,175,27590
3287,2016,2.5,13.4,206,26238
3288,2016,1.9,14.4,124,18180
3289,2020,1.4,16.9,107,19413
3290,2023,2.3,13.4,171,29878
3291,2015,2.1,14.8,153,21733
3292,2017,1.5,12.7,91,15856
3293,2020,2.0,17.2,151,22084
3294,2022,1.8,13.4,151,29104
3295,2017,1.6,20.2,144,17443
3296,2014,1.1,16.8,65,9542
3297,2021,1.8,14.3,128,24245
3298,2022,1.9,13.0,122,23963
3299,2021,1.3,18.1,108,23577
3300,2021,1.9,15.1,161,20884
3301,2017,1.7,12.1,141,20189
3302,2021,2.0,17.6,168,26556
3303,2017,2.4,14.8,204,24442
3304,2017,1.4,18.4,89,14874
3305,2020,2.2,20.1,149,24654
3306,2015,1.6,18.9,128,17593
3307,2018,1.8,19.5,127,18956
3308,2016,1.7,20.3,118,17122
3309,2015,1.3,12.6,87,17239
3310,2013,1.2,16.9,87,12227
3311,2012,1.2,22.4,78,8916
3312,2016,2.0,15.9,149,18128
3313,2013,2.4,18.3,141,17618
3314,2020,1.5,15.7,93,20342
3315,2023,2.0,11.9,137,26733
3316,2021,1.3,13.5,103,21420
3317,2012,1.3,18.3,72,9011
3318,2022,1.3,15.9,98,23540
3319,2014,1.1,13.0,77,13912
3320,2018,1.7,14.2,122,20421
3321,2023,1.1,19.9,71,20005
3322,2017,1.8,15.4,146,19756
3323,2016,2.5,18.2,182,24467
3324,2013,1.1,14.4,84,9787
3325,2015,1.9,10.7,121,22689
3326,2021,2.4,10.3,152,29494
3327,2013,1.2,14.3,100,13755
3328,2022,1.1,18.9,75,21081
3329,2022,1.5,12.3,93,21763
3330,2022,1.5,13.1,95,21169
3331,2023,2.5,11.8,194,29446
3332,2019,1.4,15.4,100,21198
3333,2012,1.3,17.3,100,10425
3334,2022,1.1,20.4,93,22730
3335,2018,1.7,15.8,131,20304
3336,2023,2.3,15.0,190,30106
3337,2020,1.8,12.8,136,23935
3338,2021,1.7,20.1,120,22891
3339,2020,2.5,12.6,171,29412
3340,2022,2.1,20.3,175,27416
3341,2023,1.3,13.6,74,21315
3342,2019,2.1,15.1,178,22315
3343,2012,2.2,19.2,180,16282
3344,2019,1.5,20.7,118,19584
3345,2021,1.3,20.7,96,16869
3346,2012,1.5,21.3,104,12655
3347,2016,1.8,15.8,115,17329
3348,2022,1.7,15.6,124,23485
3349,2015,2.2,11.0,156,20391
3350,2018,1.3,18.8,98,20693
3351,2017,2.1,11.4,140,20554
3352,2018,1.1,12.9,99,19378
3353,2018,1.4,15.4,118,18485
3354,2021,1.4,19.2,88,19922
3355,2018,1.0,21.0,69,14518
3356,2022,1.7,16.8,127,23879
3357,2021,1.3,19.9,92,20934
3358,2018,2.0,20.5,162,23582
3359,2017,1.9,16.8,140,16883
3360,2013,1.7,13.3,126,15893
3361,2017,2.4,14.5,164,23671
3362,2012,1.9,13.0,149,18081
3363,2015,2.0,18.0,131,20458
3364,2016,1.8,20.7,136,18638
3365,2015,2.1,12.7,145,20480
3366,2014,1.1,18.0,80,14155
3367,2021,2.2,21.1,141,23369
3368,2020,1.9,20.1,154,22484
3369,2020,1.4,16.5,113,20926
3370,2016,1.4,13.1,90,15887
3371,2015,2.0,10.6,157,20935
3372,2020,1.5,20.6,102,20042
3373,2015,1.4,18.1,85,12437
3374,2019,1.4,15.7,78,18863
3375,2017,1.4,12.9,115,17767
3376,2019,1.3,19.3,86,17681
3377,2016,1.9,18.0,125,16276
3378,2023,1.4,16.6,95,22461
3379,2012,2.4,18.1,188,20130
3380,2017,2.1,14.5,146,22574
3381,2017,2.1,17.1,135,18691
3382,2014,1.1,19.0,73,12351
3383,2018,2.0,12.6,166,25087
3384,2019,1.3,13.6,103,19302
3385,2016,1.4,14.2,91,17881
3386,2022,1.3,19.2,102,19636
3387,2018,1.8,10.9,138,20374
3388,2012,2.4,14.3,203,21808
3389,2023,2.4,18.9,165,27135
3390,2019,1.3,15.0,77,18006
3391,2020,1.1,18.9,80,18626
3392,2020,2.0,19.0,131,24168
3393,2022,2.2,18.4,167,28766
3394,2012,2.5,18.0,193,21144
3395,2016,1.6,14.6,128,19491
3396,2015,2.3,13.6,133,19995
3397,2016,1.9,19.5,169,21462
3398,2017,1.1,18.3,93,14419
3399,2017,1.1,15.1,73,13973
3400,2015,2.1,19.4,143,20020
3401,2014,2.4,15.9,196,21588
3402,2023,1.9,19.6,146,25455
3403,2021,1.7,20.0,104,22320
3404,2018,1.0,19.1,80,17718
3405,2022,1.3,20.7,84,19819
3406,2013,1.6,19.5,133,13825
3407,2012,1.8,13.4,109,12803
3408,2015,1.1,14.5,98,15241
3409,2022,1.3,16.9,85,19025
3410,2020,1.2,13.6,74,16802
3411,2023,1.6,13.4,138,22237
3412,2013,2.1,12.3,130,18395
3413,2018,1.4,10.9,90,18170
3414,2020,2.3,16.6,143,22717
3415,2022,2.3,12.9,143,27088
3416,2012,2.0,16.5,150,17200
3417,2021,1.4,14.1,102,21018
3418,2019,2.2,13.8,139,25755
3419,2014,2.2,20.9,176,20010
3420,2022,1.3,11.6,90,20433
3421,2018,2.4,13.0,182,25958
3422,2019,2.4,13.0,163,24249
3423,2020,2.1,12.3,152,24153
3424,2012,1.0,21.6,69,8828
3425,2013,1.9,14.2,144,16743
3426,2018,1.7,13.1,106,19136
3427,2016,1.8,12.0,119,18554
3428,2012,2.1,10.4,158,19519
3429,2021,1.8,15.0,150,24369
3430,2015,1.0,18.1,89,11863
3431,2014,2.2,19.3,139,18450
3432,2023,1.5,13.3,111,26726
3433,2019,2.5,13.8,193,31829
3434,2022,1.4,12.8,107,23403
3435,2022,1.1,14.6,84,19148
3436,2021,1.6,13.8,115,21459
3437,2020,1.8,16.5,143,22959
3438,2014,1.0,18.6,78,14274
3439,2019,1.2,21.8,94,16617
3440,2022,2.3,14.7,160,26478
3441,2020,2.3,9.9,138,24444
3442,2021,1.7,17.6,116,21272
3443,2019,2.0,11.9,135,24702
3444,2023,1.2,13.6,81,19784
3445,2022,1.1,14.5,81,20348
3446,2023,1.7,13.5,146,24034
3447,2012,1.7,18.8,132,18779
3448,2022,2.0,10.5,131,26215
3449,2021,2.4,18.8,152,25472
3450,2018,1.5,14.6,123,18615
3451,2015,1.5,14.6,107,14967
3452,2018,2.0,15.8,159,20897
3453,2014,1.0,11.8,72,11125
3454,2013,1.3,14.5,110,11001
3455,2015,1.9,15.6,135,18712
3456,2017,1.1,19.4,89,15126
3457,2020,1.4,19.4,101,19258
3458,2023,2.4,14.3,185,29141
3459,2018,1.6,12.0,123,20583
3460,2019,1.1,18.0,82,14978
3461,2015,1.4,15.2,92,14209
3462,2020,1.6,11.3,130,21000
3463,2016,1.6,15.6,112,18121
3464,2015,1.3,21.6,94,15251
3465,2017,1.8,15.8,113,18860
3466,2013,1.6,20.7,118,12401
3467,2017,1.1,14.9,92,16433
3468,2018,2.5,14.1,212,28307
3469,2014,1.7,16.0,122,13968
3470,2012,1.4,16.8,99,13304
3471,2015,1.9,14.9,123,19262
3472,2016,1.6,15.0,132,19610
3473,2012,1.9,18.5,167,16495
3474,2018,1.1,21.2,98,17662
3475,2017,2.3,10.8,168,24461
3476,2021,2.1,10.9,164,24357
3477,2015,2.1,18.3,151,21898
3478,2017,1.8,13.5,130,20069
3479,2016,2.3,16.3,206,22299
3480,2013,1.3,21.0,94,12815
3481,2014,1.8,12.7,122,16663
3482,2022,1.4,20.5,96,22188
3483,2023,1.8,15.1,115,22651
3484,2016,2.2,14.7,173,22300
3485,2018,2.0,18.7,157,22558
3486,2012,1.7,14.9,144,15912
3487,2022,1.0,13.3,63,18407
3488,2022,1.8,14.4,116,25146
3489,2022,2.4,17.9,162,24211
3490,2018,1.9,17.3,142,21953
3491,2013,2.3,10.8,168,20379
3492,2013,1.3,18.4,87,9128
3493,2023,1.3,15.2,90,23459
3494,2023,1.5,13.1,88,18669
3495,2022,1.1,20.2,84,18444
3496,2018,1.2,17.0,79,16639
3497,2012,1.3,11.8,88,12102
3498,2014,1.1,13.3,78,13126
3499,2012,1.1,15.4,75,11439
3500,2015,1.8,17.9,149,19492
3501,2018,2.2,19.0,186,25457
3502,2022,2.2,17.6,189,28001
3503,2016,1.9,15.4,151,19692
3504,2023,1.2,17.4,95,21846
3505,2014,1.5,15.4,85,14002
3506,2021,2.0,13.1,141,26029
3507,2012,1.1,13.1,99,12134
3508,2021,1.1,17.3,100,18859
3509,2013,1.3,16.7,101,11481
3510,2014,1.1,13.7,68,11403
3511,2019,1.8,14.4,129,22593
3512,2017,2.2,19.6,186,23779
3513,2022,1.1,15.3,74,18287
3514,2015,1.6,18.1,116,17667
3515,2020,1.4,18.7,106,20437
3516,2017,1.5,14.3,118,21024
3517,2014,2.3,10.2,135,21017
3518,2013,1.4,20.1,91,9943
3519,2023,1.5,15.9,112,21539
3520,2022,2.2,12.5,168,30591
3521,2020,1.8,16.0,124,22685
3522,2017,1.2,20.3,74,14373
3523,2023,1.4,16.3,101,23148
3524,2014,1.8,16.7,141,18271
3525,2022,1.6,13.6,111,24365
3526,2018,1.2,19.1,83,14778
3527,2022,2.1,15.4,175,25776
3528,2016,2.1,12.4,150,20107
3529,2017,2.3,12.8,169,23878
3530,2022,2.0,14.9,150,23561
3531,2021,2.1,18.3,147,21178
3532,2015,1.6,14.0,109,15184
3533,2019,2.2,11.3,159,20942
3534,2019,2.3,19.8,149,22447
3535,2014,1.8,11.9,139,19764
3536,2014,1.3,12.4,91,14987
3537,2020,1.9,11.4,121,22799
3538,2016,1.2,15.8,91,13810
3539,2017,1.2,13.9,84,13882
3540,2015,2.3,12.6,170,22214
3541,2014,1.2,13.2,96,15194
3542,2017,2.4,14.6,161,26220
3543,2012,1.1,16.1,85,11038
3544,2013,1.8,11.8,136,19218
3545,2016,1.1,17.7,75,13812
3546,2015,2.0,18.0,124,18223
3547,2012,1.2,17.2,81,12694
3548,2013,1.2,12.9,75,11630
3549,2021,1.8,14.3,128,25169
3550,2013,2.1,12.7,178,21727
3551,2016,1.8,11.6,130,19131
3552,2022,2.3,9.8,169,29371
3553,2022,1.4,20.6,95,18637
3554,2020,2.1,18.9,116,23717
3555,2023,1.3,15.7,116,21736
3556,2023,1.8,17.3,126,26600
3557,2015,2.4,17.3,149,20662
3558,2014,1.7,15.2,97,14200
3559,2019,2.0,17.5,147,21872
3560,2022,2.0,20.6,132,22361
3561,2015,2.2,14.2,128,21661
3562,2020,1.0,15.1,59,15065
3563,2012,1.5,19.1,106,12682
3564,2018,1.9,19.3,159,21105
3565,2023,1.3,12.9,94,22948
3566,2022,2.1,19.4,167,24892
3567,2012,1.6,17.4,124,14310
3568,2016,1.1,15.7,86,13117
3569,2015,1.5,21.7,122,13082
3570,2012,2.3,11.0,126,16839
3571,2023,1.5,20.3,137,23975
3572,2014,2.4,15.0,182,20438
3573,2021,1.7,20.5,124,21385
3574,2019,1.9,15.7,116,24061
3575,2013,1.1,15.2,76,11638
3576,2014,1.7,15.8,134,19106
3577,2016,2.1,20.2,169,20187
3578,2016,2.1,16.6,147,20355
3579,2017,1.9,10.8,124,20246
3580,2014,2.0,17.2,171,17690
3581,2017,1.1,14.4,86,15131
3582,2015,1.8,13.5,122,18544
3583,2013,1.7,17.2,140,14359
3584,2015,1.2,13.6,93,15188
3585,2013,1.9,13.8,117,18314
3586,2021,1.9,18.6,127,23085
3587,2017,1.3,17.5,83,14221
3588,2019,1.1,13.8,63,14290
3589,2012,2.5,19.3,201,20099
3590,2018,1.6,13.8,116,18648
3591,2014,1.4,16.9,102,12881
3592,2015,2.2,11.6,180,22600
3593,2021,1.9,19.1,141,23868
3594,2023,1.3,13.0,80,21372
3595,2013,1.2,17.2,97,12922
3596,2013,1.1,12.3,69,13168
3597,2015,2.1,12.9,131,16737
3598,2015,2.2,12.4,143,20238
3599,2018,2.0,12.3,149,23517
3600,2019,1.3,18.4,113,19374
3601,2012,1.6,19.1,110,13337
3602,2014,1.5,13.3,123,18221
3603,2015,2.3,17.8,142,19150
3604,2020,2.2,12.5,153,24849
3605,2022,1.8,15.5,122,23272
3606,2016,1.5,19.9,110,16608
3607,2013,1.9,15.5,143,18499
3608,2016,1.8,17.1,146,19184
3609,2016,2.0,11.3,128,21074
3610,2021,1.9,16.3,160,23334
3611,2014,1.9,16.1,142,18218
3612,2023,1.5,11.5,130,23908
3613,2016,1.3,20.7,107,17751
3614,2020,1.4,20.8,98,19686
3615,2022,2.4,17.9,187,30167
3616,2014,1.1,18.5,80,10564
3617,2019,1.8,20.3,108,20949
3618,2019,2.1,11.4,174,24321
3619,2015,1.4,19.7,92,13466
3620,2012,1.4,15.9,95,11986
3621,2018,1.5,16.8,127,18967
3622,2020,2.0,14.2,141,23963
3623,2015,1.0,13.8,82,15491
3624,2021,2.2,18.6,177,27044
3625,2014,1.9,13.1,156,18897
3626,2022,1.8,20.5,142,25248
3627,2017,2.4,12.1,195,26957
3628,2021,1.3,18.4,101,19367
3629,2019,2.2,12.7,159,24948
3630,2016,1.4,14.2,95,19951
3631,2021,1.7,17.5,128,22929
3632,2015,1.1,18.3,77,12150
3633,2022,1.4,19.4,103,23403
3634,2017,2.2,16.6,177,24822
3635,2017,2.5,10.9,155,23661
3636,2012,1.4,19.7,107,11174
3637,2020,1.2,17.7,91,17360
3638,2017,2.2,14.2,133,23946
3639,2021,1.1,14.5,77,18752
3640,2016,2.1,11.3,138,20536
3641,2023,2.0,12.7,140,30213
3642,2014,2.2,13.8,178,20905
3643,2018,1.1,20.4,70,14817
3644,2019,2.1,15.3,150,23334
3645,2018,1.9,17.9,159,21905
3646,2017,2.3,14.9,158,18930
3647,2017,1.6,15.5,105,18472
3648,2014,2.3,19.8,167,20616
3649,2021,1.0,15.8,66,16908
3650,2020,1.7,10.8,149,20709
3651,2018,1.7,20.5,118,16243
3652,2013,1.7,20.4,139,16558
3653,2013,2.2,12.6,169,21723
3654,2012,1.4,18.5,117,14771
3655,2018,2.3,12.5,188,26700
3656,2019,1.5,12.9,84,19185
3657,2022,2.1,16.7,168,25053
3658,2012,2.3,11.2,167,20966
3659,2022,2.1,19.2,150,27031
3660,2018,2.1,11.1,150,22934
3661,2016,2.0,11.0,146,22300
3662,2013,1.1,12.4,94,11607
3663,2012,2.3,17.7,179,18623
3664,2013,1.8,15.8,124,17104
3665,2023,2.3,17.8,181,30351
3666,2012,1.0,17.4,70,9412
3667,2016,2.3,14.4,169,20760
3668,2015,1.1,18.6,83,11811
3669,2021,1.0,14.9,62,17922
3670,2021,1.2,15.2,94,21091
3671,2015,1.3,15.8,132,15688
3672,2017,2.2,17.0,180,23894
3673,2013,2.0,20.1,162,18313
3674,2019,1.2,11.1,90,18578
3675,2019,1.2,18.9,82,20301
3676,2018,1.4,13.7,99,18534
3677,2014,1.2,21.0,82,12482
3678,2020,1.6,16.3,81,20510
3679,2022,2.4,18.6,133,25873
3680,2020,2.0,16.4,127,24274
3681,2017,1.7,19.8,120,19744
3682,2014,2.0,17.1,149,18954
3683,2018,2.1,13.4,147,23883
3684,2017,1.5,17.4,110,17432
3685,2019,2.1,15.6,133,23594
3686,2019,1.6,15.7,95,22076
3687,2021,1.8,17.0,107,22703
3688,2019,1.1,21.2,54,12907
3689,2023,2.0,19.2,163,28409
3690,2023,1.8,19.2,100,24121
3691,2023,1.8,15.6,135,24466
3692,2013,2.3,17.5,181,20050
3693,2023,2.2,13.6,162,31577
3694,2012,2.2,17.9,137,15759
3695,2012,1.2,17.2,74,11445
3696,2014,2.0,12.6,127,16111
3697,2016,1.4,18.5,97,14465
3698,2017,1.7,19.7,138,20733
3699,2013,2.4,13.1,186,20544
3700,2016,1.3,15.8,76,12388
3701,2018,2.2,10.9,176,24253
3702,2014,1.6,14.6,99,14171
3703,2016,1.6,14.1,89,18284
3704,2020,2.1,16.5,134,22211
3705,2020,1.9,12.8,149,25241
3706,2014,1.8,16.8,105,16364
3707,2022,2.2,17.6,167,28986
3708,2013,2.2,12.4,138,17510
3709,2014,1.5,20.3,104,14541
3710,2023,2.3,10.6,197,29991
3711,2013,1.5,15.4,105,12872
3712,2016,1.0,16.4,75,16170
3713,2015,2.5,17.7,187,22636
3714,2018,2.5,17.0,166,24980
3715,2014,1.8,16.1,135,16583
3716,2022,1.8,16.2,132,24601
3717,2013,1.1,18.4,87,12232
3718,2014,1.2,12.1,86,9785
3719,2013,1.5,19.8,108,13148
3720,2013,1.4,18.7,95,13666
3721,2012,1.2,19.7,107,10988
3722,2012,2.2,15.7,159,18445
3723,2022,1.2,13.3,81,17706
3724,2017,2.5,17.5,160,24863
3725,2019,2.0,16.7,163,24361
3726,2017,1.9,19.4,123,19131
3727,2013,1.2,22.2,86,9396
